Directory#,Filename#,Filetype#,Total#,while,for,gain,amplitude,magnitude,control,controller,controls,controlled,controlling,adaptation,stabilization,plan,schedule,mission,project,strategy,policy,output,input,pub,sub,acceleration,accelerations,force,angular,momentum,thrust,deceleration,rotate,torque,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,PoleDetector.cpp,cpp,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,paramSolver.cpp,cpp,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,main.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,Slam.cpp,cpp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,SlamImpl.cpp,cpp,4,124,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,214,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,validator.cpp,cpp,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,dataSetCreator.cpp,cpp,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,gpxExporter.cpp,cpp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,horizonValidator.cpp,cpp,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,WeightFunction.cpp,cpp,2,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/validator/src,Validator.cpp,cpp,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/validator/src,MotionValidator.cpp,cpp,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/validator/src,main_Validator.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/validator/src,main_MotionValidator.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/image_descriptor/src,Horizont.cpp,cpp,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/motion/src,main.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/motion/src,Motion.cpp,cpp,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/motion/src,MotionLearner.cpp,cpp,4,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,8,139,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/motion/src,MotionTest.cpp,cpp,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/scripts,bagmerge.py,py,3,31,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/scripts,splitBag.py,py,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/scripts,bagtrim.py,py,3,37,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/scripts,validation.py,py,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/scripts,concatenateBags.py,py,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,
